User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
DevOps,ASIA6RT2GZTIF46PNINM,2022-03-02T14:15:16Z,ec2.amazonaws.com,ModifySecurityGroupRules,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0d769d39abc7f693b""}]",54bfba04-9c65-4721-93bd-4ddeb545791e,c891ab6d-3dd9-49df-b97d-9dc0c9a4f0d1,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTIF46PNINM,2022-03-02T14:00:55Z,ec2.amazonaws.com,RebootInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0d769c273b0c15f30""}]",a33661e1-20b6-4184-9167-ccdd88616e43,334a963e-2b23-420f-9e1a-282bbd7cee24,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTIF46PNINM,2022-03-02T14:00:07Z,ec2.amazonaws.com,RebootInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0d769c273b0c15f30""}]",f8ed4269-9ebc-4399-9b03-71175027e0d2,12e0f73a-301a-4530-acb2-80af06283181,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTIF46PNINM,2022-03-02T13:54:10Z,ec2.amazonaws.com,CreateTags,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":null,""resourceName"":""i-0d769c273b0c15f30""}]",b337ed3a-0f79-4bfa-8ced-555db5a53803,018d8ca4-3025-4c9b-9855-0e85194563d9,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTIF46PNINM,2022-03-02T13:26:39Z,ec2.amazonaws.com,ModifySecurityGroupRules,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0d769d39abc7f693b""}]",c752eb64-2fc5-4d9e-be47-ce11b766451c,3f6030d4-d442-4343-aa3c-b747c04f883f,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T12:48:29Z,ec2.amazonaws.com,DeleteVpc,ap-south-1,106.76.49.102,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-05efd9f7af6efe22e""}]",f1bbdb4e-f8d8-4896-bfd7-ad7b9d23eb26,165b4cc6-807d-4860-b5a8-c94657160cb3,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T12:48:29Z,ec2.amazonaws.com,DeleteKeyPair,ap-south-1,106.76.49.102,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",92936502-3b2a-4ca3-bc49-9329f294c60f,d26f1d17-9a0e-4e2f-95a8-92dd8e5d65c4,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T12:47:44Z,ec2.amazonaws.com,ModifyVpcAttribute,ap-south-1,106.76.49.102,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-05efd9f7af6efe22e""}]",443fbb17-f0e8-4efa-b77c-8d1b56df65cf,86317553-ee18-4322-a9b9-218d2a60ac8c,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T12:47:43Z,ec2.amazonaws.com,CreateVpc,ap-south-1,106.76.49.102,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-05efd9f7af6efe22e""}]",626049d4-b87c-425b-8a96-e8c2819e4dbc,6e6f8bba-0367-4a6b-ba7e-1f67f0465da9,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T12:47:43Z,ec2.amazonaws.com,ImportKeyPair,ap-south-1,106.76.49.102,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",1ae9068c-a291-4d54-ab79-63705cc9df0d,9fa43895-8e0c-4032-985f-5fb7f91df09b,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:24:35Z,ec2.amazonaws.com,DeleteKeyPair,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",9d0366ca-62da-4bc6-b0a4-1d8eeda6bf57,2bfeb066-4d5e-4fad-b0e0-304e7c0fd153,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:24:35Z,ec2.amazonaws.com,DeleteVpc,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-03f6981c4971acbdd""}]",07c99c3f-0126-4b6a-9904-3ccfc18a20bb,83094fc6-a07c-46d9-a4b2-1ef44747886c,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:24:07Z,ec2.amazonaws.com,ImportKeyPair,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",1ad0da72-b1d4-4a45-bf75-92da39e9a982,740f13c0-f7b6-43b7-acde-f88a94cdf625,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTIKVAKZ77Z,2022-03-02T05:23:00Z,ec2.amazonaws.com,DeleteKeyPair,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",54b88d7f-303d-4548-98c5-4f6a73011c7a,7f239367-06cb-4d5a-addb-1fc11a798a5a,false,AwsApiCall,999909936336,Management
DevOps,,2022-03-02T05:20:40Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,27.97.199.6,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0,,[],,4b096544-bd90-417a-ba61-159b89e6c0cf,false,AwsConsoleSignIn,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:17:42Z,ec2.amazonaws.com,ModifyVpcAttribute,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-03f6981c4971acbdd""}]",ed787bb8-d259-47da-baab-5b2392a0162a,2b7af56a-3ef9-4566-974e-8a45550beb76,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:17:41Z,ec2.amazonaws.com,CreateVpc,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-03f6981c4971acbdd""}]",bfb17ca0-76d7-4841-b70a-bb606df4c9ab,f357a2af-7f1d-44a9-904f-92615f76c044,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-03-02T05:17:40Z,ec2.amazonaws.com,ImportKeyPair,ap-south-1,27.97.199.6,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),Client.InvalidKeyPair.Duplicate,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",ce886cfd-816a-4823-a539-e2ba94991510,18f30eb6-e7be-4de9-9a05-a9fa346d913f,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-02-25T11:51:48Z,ec2.amazonaws.com,ModifyVpcAttribute,ap-south-1,106.66.189.30,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-04c32b2660cb8baec""}]",5b5087e9-9553-4bdc-8c5a-21c9ba127acd,461afdea-1f9c-431d-9a9c-6001a9ed7b24,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-02-25T11:51:47Z,ec2.amazonaws.com,ImportKeyPair,ap-south-1,106.66.189.30,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),Client.InvalidKeyPair.Duplicate,"[{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ssh-key-pair""}]",fb492aa9-a2d0-47ce-b5ac-41d30907d1fe,7dadbf2a-09c4-47ab-8f8f-1b900617296f,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-02-25T11:51:47Z,ec2.amazonaws.com,CreateVpc,ap-south-1,106.66.189.30,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-04c32b2660cb8baec""}]",ea55432d-6b89-4894-a435-f116be02974a,9f01bd0b-fac5-4b3a-a835-3b3a571d3a5b,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHPONPEG2,2022-02-24T16:52:20Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-02925fb4a661f9b0b""}]",4b6deb5e-9cbf-4a41-bad0-06884441bf75,da9996c8-22d6-4708-818b-603eca61228c,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHPONPEG2,2022-02-24T16:52:16Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0701a6f54f6faf929""}]",f256fb4d-674b-47b0-a327-01a4732abb2c,465913ba-bc9b-4de7-96b5-6ef4a5cf62cf,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHPONPEG2,2022-02-24T16:52:16Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-04bbd6bcdc7240f86""}]",d82485a9-2795-45f8-958b-622b0a37ed14,f89a5222-38b6-4397-8209-d21a6fbbab8c,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHYV4F2NT,2022-02-24T16:50:55Z,elasticbeanstalk.amazonaws.com,DeleteApplication,ap-south-1,AWS Internal,AWS Internal,,[],4392c930-5ad4-4915-8dc6-ead65fbbb5db,611584bc-67d5-4616-bf2d-e3253bc112cd,false,AwsApiCall,999909936336,Management
root,,2022-02-24T16:50:04Z,ec2.amazonaws.com,DeleteSecurityGroup,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-sxxzc3ujxb-stack-AWSEBSecurityGroup-8TOH9ZGM5DO4""}]",94ee6b0f-e042-4bf5-8090-a196d96e786d,5ca6efbe-a7d2-42fd-bf89-c76cbd295b8f,false,AwsApiCall,999909936336,Management
root,,2022-02-24T16:50:01Z,ec2.amazonaws.com,DeleteLaunchTemplate,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::LaunchTemplate"",""resourceName"":""AWSEBEC2LaunchTemplate_Naym4LfracfG""},{""resourceType"":""AWS::EC2::LaunchTemplate"",""resourceName"":""lt-069cec7865627c523""}]",9cea41d7-a357-4570-8e2a-b58969352c58,1e948683-b3aa-42ae-869d-6efd158b6d97,false,AwsApiCall,999909936336,Management
root,,2022-02-24T16:50:01Z,ec2.amazonaws.com,ReleaseAddress,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::EIP"",""resourceName"":""eipalloc-011ee5d5ab7153a3c""}]",c946007d-5a7e-4c8c-a75c-4a87a0260cf1,9f66204f-10e6-446b-8166-8e92002266a8,false,AwsApiCall,999909936336,Management
root,ASIAIYWOQBMVVAYXDWZQ,2022-02-24T16:49:43Z,autoscaling.amazonaws.com,DeleteAutoScalingGroup,ap-south-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""awseb-e-sxxzc3ujxb-stack-AWSEBAutoScalingGroup-MTTIHGRV876U""}]",5b3272cd-2367-48f5-a581-924c394ebde0,64705545-f84e-4eea-a597-31e56f1c6ced,false,AwsApiCall,999909936336,Management
AutoScaling,,2022-02-24T16:47:34Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-04bbd6bcdc7240f86""}]",aeeb00fd-fc16-42e9-94d6-ad69780656b0,5024a46f-e1d3-4f8a-9d0c-d37f4e5ebe7e,false,AwsApiCall,999909936336,Management
root,ASIAIYWOQBMVVAYXDWZQ,2022-02-24T16:47:24Z,autoscaling.amazonaws.com,UpdateAutoScalingGroup,ap-south-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""awseb-e-sxxzc3ujxb-stack-AWSEBAutoScalingGroup-MTTIHGRV876U""}]",3e4dea8e-cd78-4963-9000-af6ff2bf2664,0db25ffb-be9e-40c6-aabc-5666223c1c06,false,AwsApiCall,999909936336,Management
root,ASIAJ5PTPU3MVRO2JHTA,2022-02-24T16:47:20Z,cloudformation.amazonaws.com,DeleteStack,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::CloudFormation::Stack"",""resourceName"":""awseb-e-sxxzc3ujxb-stack""}]",e3dcc1ab-d30b-474e-83ac-3fe50b24ed1a,63224fd6-db8d-429b-bfff-d9d76e042079,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHYV4F2NT,2022-02-24T16:47:18Z,elasticbeanstalk.amazonaws.com,TerminateEnvironment,ap-south-1,AWS Internal,AWS Internal,,[],da976944-3267-4f70-b0b2-da08c0e44158,5617a66d-f934-4cb8-9d56-235ffd601e32,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHYV4F2NT,2022-02-24T16:47:18Z,elasticbeanstalk.amazonaws.com,TerminateEnvironment,ap-south-1,AWS Internal,AWS Internal,,[],14142af4-400f-4830-bd0d-000298715bbe,7e7d5145-08ce-44a1-8c6d-31ea0d61667c,false,AwsApiCall,999909936336,Management
,,2022-02-24T16:46:56Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,ap-south-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,f61074f7-ad06-4eb7-864d-2eff52713912,false,AwsServiceEvent,999909936336,Management
AutoScaling,,2022-02-24T16:46:54Z,ec2.amazonaws.com,RunInstances,ap-south-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-42f02529""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0aa0b40c718d20a70""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::999909936336:instance-profile/aws-elasticbeanstalk-ec2-role""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPA6RT2GZTIPIGHENMMR""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0b293bf2016ab7da4""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-04bbd6bcdc7240f86""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""awseb-e-sxxzc3ujxb-stack-AWSEBSecurityGroup-8TOH9ZGM5DO4""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-09b6ab45d956de2f2""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-ea966481""}]",c81dd776-1381-4267-ba7e-498d921f5ecc,2b15444a-aef2-41dd-b60d-19ed4fa2b178,false,AwsApiCall,999909936336,Management
AutoScaling,,2022-02-24T16:46:44Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0701a6f54f6faf929""}]",11404801-7d70-4b70-aeed-cd72027b0d0e,eb8a110c-b09d-44ad-8b02-d7c96e3211ba,false,AwsApiCall,999909936336,Management
root,ASIA6RT2GZTIHPONPEG2,2022-02-24T16:45:43Z,ec2.amazonaws.com,TerminateInstances,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-02925fb4a661f9b0b""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0701a6f54f6faf929""}]",0c3bad40-0ec1-4658-8c69-026432918872,d7ba2755-1908-4794-aa4d-087d0aab5da0,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTILVU74SFY,2022-02-24T09:54:51Z,ec2.amazonaws.com,ModifySecurityGroupRules,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0d769d39abc7f693b""}]",d667085b-737d-40df-b447-cfd7ba6f3766,1c039fce-5292-400f-b648-fc4aca3f852a,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTILVU74SFY,2022-02-24T09:54:50Z,ec2.amazonaws.com,ModifySecurityGroupRules,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0d769d39abc7f693b""}]",e4f7d21d-4e94-4a60-8de9-46942da67ca1,39ae6b8e-2ecc-420f-806d-d414877d4915,false,AwsApiCall,999909936336,Management
DevOps,ASIA6RT2GZTILVU74SFY,2022-02-24T09:54:50Z,ec2.amazonaws.com,ModifySecurityGroupRules,ap-south-1,AWS Internal,AWS Internal,,"[{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0d769d39abc7f693b""}]",b06bfa1d-1d28-4f00-9c38-c920cc333c02,7904754c-6204-4525-94f2-c5a4dbe7be2d,false,AwsApiCall,999909936336,Management
DevOps,,2022-02-24T09:51:54Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,106.76.55.110,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:97.0) Gecko/20100101 Firefox/97.0,,[],,1a61aafd-004c-464c-aab6-c10461e6efae,false,AwsConsoleSignIn,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-02-24T07:41:44Z,ec2.amazonaws.com,ModifyVpcAttribute,ap-south-1,106.76.55.110,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0d67b335870485e1f""}]",8a63af94-3291-49bb-9e98-17973a0e198a,4f3acc82-8bff-4108-929e-971e637bb14d,false,AwsApiCall,999909936336,Management
DevOps,AKIA6RT2GZTICKRK4NWA,2022-02-24T07:41:43Z,ec2.amazonaws.com,CreateVpc,ap-south-1,106.76.55.110,APN/1.0 HashiCorp/1.0 Terraform/1.1.6 (+https://www.terraform.io) terraform-provider-aws/3.74.3 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.42.38 (go1.16; linux; amd64),,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-0d67b335870485e1f""}]",d31d34c3-f04d-41bd-af37-1513e6aee60e,809fec2a-7859-4019-8cfd-f2b0b442dbb1,false,AwsApiCall,999909936336,Management
